"name","lon","lat","inn","tavern","bar","region"
"Commercial Hotel",-1.7834855,53.6446089,FALSE,FALSE,FALSE,"England"
"Lord Nelson",-0.422838,53.8392191,FALSE,FALSE,FALSE,"England"
"The Commercial",-1.5761457,53.6858215,FALSE,FALSE,FALSE,"England"
"Carpenters Arms",-0.8341273,53.9687636,FALSE,FALSE,FALSE,"England"
"Carpenters Arms",-0.6633297,53.8616843,FALSE,FALSE,FALSE,"England"
"The Commercial",-1.7119735,53.7256113,FALSE,FALSE,FALSE,"England"
"Commercial Hotel",-1.6396843,53.7121993,FALSE,FALSE,FALSE,"England"
"The Commercial",-1.1928966,54.1219701,FALSE,FALSE,FALSE,"England"
"The Commercial Inn",-1.596983,53.7431092,TRUE,FALSE,FALSE,"England"
"The Commercial",-1.8053966,53.6425023,FALSE,FALSE,FALSE,"England"
"The Commercial",-1.6113101,53.6870799,FALSE,FALSE,FALSE,"England"
"The Commercial",-1.366319,53.7660178,FALSE,FALSE,FALSE,"England"
"Commercial",-1.8639037,53.701224,FALSE,FALSE,FALSE,"England"
"Lord Nelson",-1.3407772,54.2349106,FALSE,FALSE,FALSE,"England"
"Lord Nelson Inn",-1.3998279,54.4373941,TRUE,FALSE,FALSE,"England"
"The Commercial",-0.4129799,54.2772469,FALSE,FALSE,FALSE,"England"
"The Commercial",-5.4327148,56.036535,FALSE,FALSE,FALSE,"Scotland"
"The Commercial",-3.1410458,56.558644,FALSE,FALSE,FALSE,"Scotland"
"Commercial Inn",-2.5810717,56.5563872,TRUE,FALSE,FALSE,"Scotland"
"Commercial Inn",-4.3609822,55.4619824,TRUE,FALSE,FALSE,"Scotland"
"The Lord Nelson",-3.1859101,55.9737588,FALSE,FALSE,FALSE,"Scotland"
"Commercial",-2.3832289,57.2875844,FALSE,FALSE,FALSE,"Scotland"
"The Commercial Hotel",-2.6128003,57.342828,FALSE,FALSE,FALSE,"Scotland"
"The Commercial Inn",-5.6066029,55.4242024,TRUE,FALSE,FALSE,"Scotland"
"Lord Nelson Bar",-4.2639285,55.8531797,FALSE,FALSE,TRUE,"Scotland"
"Commercial Inn",-2.7690913,56.6286941,TRUE,FALSE,FALSE,"Scotland"
"Commercial Bar",-3.5212709,58.5950032,FALSE,FALSE,TRUE,"Scotland"
"The Lord Nelson",-2.7830183,51.3866697,FALSE,FALSE,FALSE,"England"
"Commercial Inn",-3.9449548,51.6393212,TRUE,FALSE,FALSE,"Wales"
"The Commercial",-4.036666,51.6480601,FALSE,FALSE,FALSE,"Wales"
"Carpenters' Arms",-2.9968074,51.5896309,FALSE,FALSE,FALSE,"Wales"
"The Commercial Inn",-3.0958129,51.6043395,TRUE,FALSE,FALSE,"Wales"
"Lord Nelson",-4.1173518,53.2319183,FALSE,FALSE,FALSE,"Wales"
"Carpenters Arms",-2.7464551,51.6450433,FALSE,FALSE,FALSE,"Wales"
"Carpenters Arms",-3.3184254,51.5515303,FALSE,FALSE,FALSE,"Wales"
"Carpenters Arms",-2.0925406,51.7783251,FALSE,FALSE,FALSE,"England"
"Carpenters Arms",-4.2451455,50.5029213,FALSE,FALSE,FALSE,"England"
"The Lord Nelson",-3.68372,50.4310146,FALSE,FALSE,FALSE,"England"
"The Carpenters Arms",-2.2041374,51.3215743,FALSE,FALSE,FALSE,"England"
"Carpenters Arms",-3.7152457,50.5721987,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.8228005,53.2044113,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.0279822,52.9779374,FALSE,FALSE,FALSE,"England"
"The Britannia Inn",-0.0248049,52.97767,TRUE,FALSE,FALSE,"England"
"The Duke Of York",-1.3554177,53.3100253,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-2.0308465,53.1066599,TRUE,FALSE,FALSE,"England"
"The Britannia",-0.8612678,52.2280143,FALSE,FALSE,FALSE,"England"
"Britannia",-1.4540563,53.233604,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-1.0419088,52.7028249,TRUE,FALSE,FALSE,"England"
"The Duke Of York",-0.9037785,52.2468357,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-1.8221351,52.6839057,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.1919387,52.8545847,FALSE,FALSE,FALSE,"England"
"The Duke Of York",0.2398086,52.020157,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.3385051,51.5089598,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.187061,51.681427,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.3866606,51.4675133,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.1327827,51.4701582,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.2718516,51.5095871,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.163992,51.5175177,FALSE,FALSE,FALSE,"England"
"The Britannia",0.9024812,51.8791965,FALSE,FALSE,FALSE,"England"
"The Britannia",-0.0858601,51.5098985,FALSE,FALSE,FALSE,"England"
"The Britannia",-0.3050555,51.460913,FALSE,FALSE,FALSE,"England"
"The Britannia",-0.1954072,51.4986414,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.5401884,54.9901554,FALSE,FALSE,FALSE,"England"
"The Britannia",-1.4703797,54.8428634,FALSE,FALSE,FALSE,"England"
"The Britannia Inn",-1.5577626,54.5270041,TRUE,FALSE,FALSE,"England"
"The Britannia",-1.5734414,54.8526297,FALSE,FALSE,FALSE,"England"
"The Britannia",-1.4298736,54.9942367,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.627625,53.6471172,FALSE,FALSE,FALSE,"England"
"New Britannia Inn",-2.7044337,53.7605033,TRUE,FALSE,FALSE,"England"
"The Britannia",-2.9636666,53.3738336,FALSE,FALSE,FALSE,"England"
"The Britannia",-2.7909421,54.0484183,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.2359315,53.801519,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-2.0411213,53.5155956,TRUE,FALSE,FALSE,"England"
"Britannia Inn",-3.193835,52.999777,TRUE,FALSE,FALSE,"Wales"
"Britannia",-2.5212425,53.4925888,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.0964703,53.7136715,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.1486192,53.3951096,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.2483138,53.5062411,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-2.1077625,53.2660136,TRUE,FALSE,FALSE,"England"
"The Britannia",-2.2312473,53.0399156,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-3.1831477,53.2312527,TRUE,FALSE,FALSE,"Wales"
"Britannia Inn",-2.1988655,53.54955,TRUE,FALSE,FALSE,"England"
"Duke Of York",-2.101272,53.565022,FALSE,FALSE,FALSE,"England"
"The Britannia",-0.7670415,51.5789037,FALSE,FALSE,FALSE,"England"
"The Britannia",-0.5761823,51.2330882,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.3067528,51.3920196,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.1965463,50.9513469,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.7702142,51.2386487,FALSE,FALSE,FALSE,"England"
"Britannia",-0.3191792,50.8312452,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.7438385,51.3369931,FALSE,FALSE,FALSE,"England"
"The Duke Of York",0.2582295,51.1263239,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.2958476,50.7593667,FALSE,FALSE,FALSE,"England"
"Duke Of York",-2.319298,52.0171976,FALSE,FALSE,FALSE,"England"
"The Britannia Inn",-2.0423798,52.4811741,TRUE,FALSE,FALSE,"England"
"The Britannia",-2.7495189,52.7134177,FALSE,FALSE,FALSE,"England"
"The Britannia",-2.4514935,52.6477761,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-3.1376416,51.8586188,TRUE,FALSE,FALSE,"Wales"
"Britannia",-2.1569898,51.9944153,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-2.4819909,52.6118774,FALSE,FALSE,FALSE,"England"
"Duke Of York",-0.2659786,53.8393967,FALSE,FALSE,FALSE,"England"
"The Britannia",-1.2591469,53.88531,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-1.8564511,53.8061794,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.823826,53.7476995,FALSE,FALSE,FALSE,"England"
"The Duke Of York",-0.9505891,53.9876387,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.0925742,53.9582009,FALSE,FALSE,FALSE,"England"
"Duke Of York",-1.0799897,53.9598996,FALSE,FALSE,FALSE,"England"
"The Britannia Inn",-3.8212576,51.6304762,TRUE,FALSE,FALSE,"Wales"
"The Britannia",-4.0437715,52.5443182,FALSE,FALSE,FALSE,"Wales"
"The Britannia Inn",-2.6268612,51.2125912,TRUE,FALSE,FALSE,"England"
"Duke Of York",-3.6645034,50.7910655,FALSE,FALSE,FALSE,"England"
"Duke Of York",-4.0335219,50.8559035,FALSE,FALSE,FALSE,"England"
"Duke Of York",-3.4357626,50.7337588,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-4.740332,50.3458243,TRUE,FALSE,FALSE,"England"
"Britannia Inn",-3.4656725,51.1950485,TRUE,FALSE,FALSE,"England"
"Duke Of York",-2.8519389,50.9513674,FALSE,FALSE,FALSE,"England"
"The Britannia Inn",-4.1572248,50.385684,TRUE,FALSE,FALSE,"England"
"The Duke Of York",-2.5756441,51.4672841,FALSE,FALSE,FALSE,"England"
"Britannia Inn",-2.4410255,50.5586386,TRUE,FALSE,FALSE,"England"
"The Wellington Inn",-2.0303798,53.104868,TRUE,FALSE,FALSE,"England"
"New Wellington",0.4205481,52.2404972,FALSE,FALSE,FALSE,"England"
"The Wellington",-0.1038877,51.5903664,FALSE,FALSE,FALSE,"England"
"The Wellington",-0.2153232,51.8311896,FALSE,FALSE,FALSE,"England"
"The Wellington",-0.2029516,51.4823658,FALSE,FALSE,FALSE,"England"
"The Wellington",0.5218462,52.4859269,FALSE,FALSE,FALSE,"England"
"The Wellington",-0.2709765,51.4025696,FALSE,FALSE,FALSE,"England"
"The Wellington",-1.9727792,54.9477856,FALSE,FALSE,FALSE,"England"
"The Wellington",-1.299403,54.6248865,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.925402,53.3995876,FALSE,FALSE,FALSE,"England"
"Wellington Hotel",-2.8986394,53.3548163,FALSE,FALSE,FALSE,"England"
"The Wellington",-3.0052075,53.3534038,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.7558486,53.3726206,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.9704814,53.3946079,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.1964292,53.4686781,FALSE,FALSE,FALSE,"England"
"The Wellington Inn",-2.3613994,53.4833726,TRUE,FALSE,FALSE,"England"
"The Wellington",-2.0970528,53.7137964,FALSE,FALSE,FALSE,"England"
"Wellington",-2.38475,53.7746826,FALSE,FALSE,FALSE,"England"
"Wellington",-2.307276,53.499847,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.7930992,53.4337323,FALSE,FALSE,FALSE,"England"
"The Wellington",-2.3196162,53.5888138,FALSE,FALSE,FALSE,"England"
"The Wellington Inn",-2.1917051,52.9955393,TRUE,FALSE,FALSE,"England"
"The Wellington",-3.005595,53.6456881,FALSE,FALSE,FALSE,"England"
"The Wellington Inn",-2.6990352,53.7577463,TRUE,FALSE,FALSE,"England"
"The Wellington",-2.7288528,53.764932,FALSE,FALSE,FALSE,"England"
"Wellington",-1.1059159,50.7894222,FALSE,FALSE,FALSE,"England"
"The Wellington",-0.1257603,50.8317667,FALSE,FALSE,FALSE,"England"
"The Wellington Inn",-2.3764333,52.0575538,TRUE,FALSE,FALSE,"England"
"Wellington",-0.5238993,53.9199992,FALSE,FALSE,FALSE,"England"
"The Wellington Inn",-0.3440134,53.7494426,TRUE,FALSE,FALSE,"England"
"Wellington Hotel",-1.727337,53.8118236,FALSE,FALSE,FALSE,"England"
"Wellington Hotel",-0.866397,53.746451,FALSE,FALSE,FALSE,"England"
"Wellington Inn",-0.6158274,54.4854486,TRUE,FALSE,FALSE,"England"
"Wellington Inn",-1.4669273,54.0059484,TRUE,FALSE,FALSE,"England"
"The Wellington",-4.42516,55.839273,FALSE,FALSE,FALSE,"Scotland"
"Wellington",-3.6570146,51.6074027,FALSE,FALSE,FALSE,"Wales"
"The Wellington",-4.1255745,51.2065978,FALSE,FALSE,FALSE,"England"
"Wellington Hotel",-4.6929459,50.68925,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-0.5419813,53.1671005,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-0.4256916,52.1768826,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.448865,52.0811531,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-0.703123,52.6323283,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.2278338,52.5621914,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",0.0631953,52.3145115,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.1188772,52.6459007,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.5148347,53.4105692,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-1.9134118,52.9014105,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-1.4198775,53.0972947,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-1.774313,53.2756662,FALSE,FALSE,FALSE,"England"
"Robin Hood",-1.0547648,53.1831792,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-1.7554498,53.5574006,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-0.0723554,52.3229199,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-1.3095771,53.0808858,FALSE,FALSE,FALSE,"England"
"Butchers Arms",0.0302354,52.6573689,FALSE,FALSE,FALSE,"England"
"Woolpack",-0.3270937,52.0369751,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.7989181,52.422922,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-1.448382,53.1165331,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-1.4334094,52.0722981,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.342082,52.0600868,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",-1.3211526,53.5447373,FALSE,FALSE,FALSE,"England"
"Woolpack",-1.2598094,53.1248269,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-1.3960164,53.2571964,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.9386972,52.6228651,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.1219954,52.7856258,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.0247509,52.9732752,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",-1.7697082,52.0906316,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.8307444,52.6824768,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-1.5428251,53.1442868,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.0803989,53.5661495,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-0.8476789,52.0574427,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-0.4301807,53.5000306,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-1.0257435,52.1427126,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.3315103,52.0373827,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.9878577,51.9981324,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.4285131,53.0251106,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",-1.202036,53.4448834,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.4573619,52.6426963,FALSE,FALSE,FALSE,"England"
"Woolpack",-1.1318969,53.5240928,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-0.3307385,51.7505791,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.0801256,51.7969762,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.0879324,51.529413,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.0744743,51.5401086,FALSE,FALSE,FALSE,"England"
"The Woolpack",1.1600366,52.0618614,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.4272642,51.4622429,FALSE,FALSE,FALSE,"England"
"Robin Hood",0.0399722,51.6557649,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.3703221,51.6766729,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.111312,51.5036385,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-0.4804468,51.8574274,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",0.173893,51.4519727,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.410984,52.7569801,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-0.6975832,51.6355569,FALSE,FALSE,FALSE,"England"
"The Robin Hood Inn",-0.6583759,51.7948417,TRUE,FALSE,FALSE,"England"
"Robin Hood",-0.1270655,51.9195479,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.4365854,52.0846655,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-0.07459,51.517868,FALSE,FALSE,FALSE,"England"
"Woolpack",1.182242,52.2236733,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",0.1070712,51.6960643,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",1.4778408,52.800243,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.1265688,51.6761213,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",0.0336959,51.667076,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.1967096,51.3638084,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-1.4902726,54.7937454,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.9092172,54.4685618,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-1.6254092,54.8167916,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-1.6542074,54.5335648,FALSE,FALSE,FALSE,"England"
"The Robin Hood Inn",-1.923463,55.0099158,TRUE,FALSE,FALSE,"England"
"The Duke Of Wellington",-1.9471884,54.9749473,FALSE,FALSE,FALSE,"England"
"Robin Hood",-1.4796466,54.9639241,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-1.8305368,54.8528959,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-1.6127247,54.9716513,FALSE,FALSE,FALSE,"England"
"Robin Hood",-2.665124,54.8175028,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-1.5731902,54.8556907,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-1.5840115,54.9765566,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-2.7137279,52.9840256,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-2.9460572,53.1088461,FALSE,FALSE,FALSE,"Wales"
"The Robin Hood Inn",-1.9919262,53.7107979,TRUE,FALSE,FALSE,"England"
"Butchers Arms",-2.6663316,53.3932307,FALSE,FALSE,FALSE,"England"
"Robin Hood",-2.3408244,53.6146423,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-2.0729439,53.2829919,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.2539775,53.3137782,FALSE,FALSE,FALSE,"England"
"Robin Hood",-2.3371545,53.5257977,FALSE,FALSE,FALSE,"England"
"Robin Hood",-2.1639086,53.0585002,FALSE,FALSE,FALSE,"England"
"Robin Hood",-2.338024,53.6902095,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-3.0993213,53.3847429,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-2.4084992,53.785869,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-2.1542004,52.9974147,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-3.0706094,53.171158,FALSE,FALSE,FALSE,"Wales"
"The Robin Hood",-2.3142174,53.4454671,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-2.1435281,53.4821756,FALSE,FALSE,FALSE,"England"
"Robin Hood Inn",-2.4412387,53.5936756,TRUE,FALSE,FALSE,"England"
"Duke Of Wellington",-2.5028894,53.5638973,FALSE,FALSE,FALSE,"England"
"Woolpack",-2.312905,53.693424,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-3.0455343,53.4202992,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-2.7096695,53.5278336,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-2.7325939,53.3729813,FALSE,FALSE,FALSE,"England"
"Robin Hood",-1.2502902,50.9565412,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.1956203,51.324351,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.1555486,50.8247447,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-1.1145981,50.8989128,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-0.8148448,51.8280349,FALSE,FALSE,FALSE,"England"
"The Robin Hood",0.488137,51.337885,FALSE,FALSE,FALSE,"England"
"Woolpack",-1.7788497,50.7713794,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.982696,50.8510841,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-1.1212963,51.9522168,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",1.1333586,51.3503252,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-1.2513565,50.902987,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",-0.974355,51.5200951,FALSE,FALSE,FALSE,"England"
"Woolpack Hotel",0.6876369,51.0686922,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-0.4318048,51.262899,FALSE,FALSE,FALSE,"England"
"Woolpack Inn",-0.8094384,50.8352864,TRUE,FALSE,FALSE,"England"
"The Woolpack",0.72983,51.3784064,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.2689294,50.8328893,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-1.2111495,51.7560296,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.9671065,51.1234956,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-0.6702037,50.8134839,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-1.5116952,51.6351786,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",0.837512,51.0578566,TRUE,FALSE,FALSE,"England"
"The Woolpack",0.4389562,51.2085564,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-1.2866331,50.6996674,FALSE,FALSE,FALSE,"England"
"The Woolpack",-0.1492225,50.9624362,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-1.7593169,51.8842898,FALSE,FALSE,FALSE,"England"
"The Woolpack",0.8174836,50.9858221,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",0.5925092,50.8581722,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.1432541,50.827653,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",-1.1851544,51.1378857,TRUE,FALSE,FALSE,"England"
"The Robin Hood",-0.9599723,50.8912447,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",0.3948321,51.3137355,FALSE,FALSE,FALSE,"England"
"The Robin Hood",0.6621295,50.9152999,FALSE,FALSE,FALSE,"England"
"The Robin Hood",0.2827312,51.1445151,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",0.9650667,51.2437034,TRUE,FALSE,FALSE,"England"
"Butchers Arms",-2.2723016,51.9719702,FALSE,FALSE,FALSE,"England"
"Duke Of Wellington",-2.2376435,51.8521268,FALSE,FALSE,FALSE,"England"
"The Woolpack",-2.5299646,52.7176293,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-2.5591654,52.0191243,FALSE,FALSE,FALSE,"England"
"Horse & Jockey",-2.087442,52.5438234,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.0760708,52.5656004,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.4754036,52.6290925,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-3.0717689,52.9073915,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.5838174,51.9150949,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.5849205,51.9155481,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-3.0761289,52.5417331,FALSE,FALSE,FALSE,"England"
"The Horse & Jockey",-2.1779846,52.5049268,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-0.3532969,53.7534956,FALSE,FALSE,FALSE,"England"
"Robin Hood",-0.5600781,53.9335422,FALSE,FALSE,FALSE,"England"
"The Horse And Jockey",-1.8968733,53.7229181,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",-1.0756016,53.9531501,TRUE,FALSE,FALSE,"England"
"The Horse And Jockey",-1.5772859,53.6583889,FALSE,FALSE,FALSE,"England"
"Woolpack Inn",-0.4374353,53.8409931,TRUE,FALSE,FALSE,"England"
"The Horse And Jockey",-1.579269,53.6806849,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-1.6642417,53.7954852,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-1.7756052,53.7022425,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",-1.6671715,53.6566058,TRUE,FALSE,FALSE,"England"
"Woolpack",-1.7240939,53.858609,FALSE,FALSE,FALSE,"England"
"The Woolpack",-1.7468046,53.6312589,FALSE,FALSE,FALSE,"England"
"The Butcher's Arms",-0.6277252,53.6778096,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-1.3875226,54.4156812,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-2.3758258,57.284378,FALSE,FALSE,FALSE,"Scotland"
"The Butchers Arms",-2.1062092,57.154047,FALSE,FALSE,FALSE,"Scotland"
"The Robin Hood",-3.9564578,51.6141293,FALSE,FALSE,FALSE,"Wales"
"The Butchers Arms",-4.5808475,51.9690313,FALSE,FALSE,FALSE,"Wales"
"The Butchers Arms",-3.2215956,51.6461178,FALSE,FALSE,FALSE,"Wales"
"The Butcher's Arms",-3.2094673,51.5250035,FALSE,FALSE,FALSE,"Wales"
"Butcher's Arms",-2.8163079,51.3851315,FALSE,FALSE,FALSE,"England"
"The Robin Hood",-3.200165,51.4849483,FALSE,FALSE,FALSE,"Wales"
"Duke Of Wellington",-3.4491921,51.4618712,FALSE,FALSE,FALSE,"Wales"
"The Woolpack",-3.6206626,51.746344,FALSE,FALSE,FALSE,"Wales"
"The Butchers Arms",-3.2187883,51.4943342,FALSE,FALSE,FALSE,"Wales"
"Butcher's Arms",-4.1741826,51.8281867,FALSE,FALSE,FALSE,"Wales"
"The Horse And Jockey",-3.0117749,51.7044345,FALSE,FALSE,FALSE,"Wales"
"The Duke Of Wellington Inn",-4.1572077,51.6756049,TRUE,FALSE,FALSE,"Wales"
"Horse & Jockey",-3.2745462,51.4561269,FALSE,FALSE,FALSE,"Wales"
"The Robin Hood Inn",-2.719332,51.8094397,TRUE,FALSE,FALSE,"Wales"
"Duke Of Wellington",-3.3900752,51.9467924,FALSE,FALSE,FALSE,"Wales"
"The Woolpack",-2.18699,51.7642477,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-2.1592721,51.7924691,FALSE,FALSE,FALSE,"England"
"The Butchers Arms",-2.1232278,51.7322766,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-2.1093506,50.6862075,FALSE,FALSE,FALSE,"England"
"Horse And Jockey",-2.5489147,51.240441,FALSE,FALSE,FALSE,"England"
"Butchers Arms",-2.498705,51.441313,FALSE,FALSE,FALSE,"England"
"The Woolpack Inn",-2.1477244,51.1784658,TRUE,FALSE,FALSE,"England"
"The Woolpack",-2.2827178,51.7453307,FALSE,FALSE,FALSE,"England"
"The Duke Of Wellington",-3.4793616,51.2052146,FALSE,FALSE,FALSE,"England"
